id,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
10004844867110800000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,dbc4efdd,8a4875bd,1,0,15708,320,50,1722,0,35,100083,79
10004882149038800000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,c7568a45,69e7f0d7,d6e0e6ff,1,0,23684,300,50,2712,2,35,-1,23
10004964724620800000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,c52a0887,ecb851b2,1,0,23160,320,50,2667,0,47,-1,221
10005270909407200000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,d71e73c0,9a45a8e8,1,0,20634,320,50,2374,3,39,-1,23
10005321853961100000,14103100,1005,1,278f8f77,2344ad77,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,09b0a819,0eb711ec,1,0,17894,320,50,2039,2,39,100074,32
10005377878485100000,14103100,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a8536f3a,84ebbcd4,1,0,17653,300,250,1994,2,39,-1,33
10005393772068700000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,eca2ab69,8a4875bd,1,0,15708,320,50,1722,0,35,-1,79
10005590340325200000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,ce183bbd,ae637522,cef3e649,a99f214a,df8d72b4,36b67a2a,1,0,23866,320,50,2736,0,33,-1,246
10005699539312300000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,a99f214a,e52b08e9,62062c1e,1,0,20153,320,50,2307,3,163,100020,61
1000577300525730000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,a5cd53ed,54ce8fda,ff065cf0,1,2,16688,320,50,1873,3,39,-1,23
10005820254128900000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,72cbe240,d66cc3a2,09ac067f,1,0,16858,320,50,1887,3,39,-1,23
10006038006847000000,14103100,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f43d9025,1ccc7835,1,0,8330,320,50,761,3,175,100077,23
10006122573184500000,14103100,1002,0,9e8e8d09,7f629af8,50e219e0,ecad2386,7801e8d9,07d7df22,973e1997,1202f1dd,48fdda0b,0,0,15908,320,50,1752,3,297,100081,82
10006196574590500000,14103100,1002,0,f5838e78,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,c3113588,457a3215,01e29bbb,0,0,23827,300,50,2729,3,289,-1,42
10006203870784000000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3f18719f,1f0bc64f,1,0,22676,320,50,2616,0,35,-1,51
10006746970844600000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,aaffed8f,1,0,22676,320,50,2616,0,35,-1,51
10006920489539600000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,a8df81c1,d787e91b,1,0,23866,320,50,2736,0,33,100171,246
10007327278593200000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,fc1931ea,99e427c9,1,0,21611,320,50,2480,3,299,100111,61
10007361632582600000,14103100,1002,0,9e8e8d09,16a36ef3,50e219e0,ecad2386,7801e8d9,07d7df22,52260ad2,6118f3f9,dca31af0,0,0,22700,320,50,2624,0,35,-1,221
10007501403173000000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e3683266,275fc61c,1,0,22676,320,50,2616,0,35,-1,51
10007529089851400000,14103100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,5f4480c8,7e4efdcd,1,0,19015,300,250,2162,2,39,-1,33
10007689954273800000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,592568ac,aad45b01,1,0,19743,320,50,2264,3,425,100000,61
10008067452661900000,14103100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a8536f3a,5096d134,1,0,17755,320,50,1991,2,39,-1,33
1000827378403320000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,65b4d40d,0bcabeaf,1,3,21191,320,50,2424,1,161,100192,71
1000831171668370000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,3d28892b,40f66e37,80b1a1d2,1,0,4687,320,50,423,2,39,100148,32
10008429608624600000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,878ab740,be87996b,1,2,23866,320,50,2736,0,33,100172,246
10008898145020700000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,6fc85e22,7801e8d9,0f2161f8,11c958e6,fbd8cb53,dc70b0f9,1,0,23725,320,50,2716,3,47,-1,23
10009279062006000000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,dd3417e4,1f0bc64f,1,0,22257,320,50,2545,0,431,-1,221
1000933872963710000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,df64d5be,553f099b,1,0,22676,320,50,2616,0,35,100083,51
10009426476019900000,14103100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a5a800b6,779d90c2,1,0,17653,300,250,1994,2,39,-1,33
10009465488292000000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,6fc85e22,7801e8d9,0f2161f8,f551f9a0,69d5f0dc,cb3368d2,1,0,23723,320,50,2716,3,47,-1,23
10009847619620300000,14103100,1005,0,36b1bd1c,e3b2f3be,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,747269b7,7ac6007f,1,2,17239,320,50,1973,3,39,100119,23
10010096770838700000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,b12870e1,1f0bc64f,1,2,23738,320,50,2676,0,299,100176,221
10010188121520000000,14103100,1005,0,7294ea0f,863fa89d,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,49ce30e5,cad4c01d,1,0,23626,320,50,2707,3,937,100156,61
10010320531286500000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,7dc3b26e,1,0,22676,320,50,2616,0,35,-1,51
1001056425723540000,14103100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1cbce882,635623a9,1,0,23723,320,50,2716,3,47,-1,23
10010628157317900000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,eea031db,6332421a,1,0,22676,320,50,2616,0,35,-1,51
10010846143749700000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,e37b2b10,f39b265e,1,0,23723,320,50,2716,3,47,100185,23
10011068127763000000,14103100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c0fcb2dc,3f3d3fa8,1,0,17037,320,50,1934,2,39,-1,16
10011219126780600000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,af08e95d,227633f3,24f6b932,1,0,20008,320,50,2283,0,163,100076,95
10011325070741200000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,7818404b,c01fd4e5,1,2,23866,320,50,2736,0,33,100170,246
10011718949847200000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,7fd82f88,7801e8d9,0f2161f8,0d5d53fc,b68c746e,c4cff2ea,1,0,23725,320,50,2716,3,47,-1,23
10011943746645700000,14103100,1002,0,f5838e78,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,5c9c044a,3.51E+18,0e88538f,0,0,23835,320,50,2729,3,289,100176,42
10012047715399400000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7a8a7d3f,1f0bc64f,1,0,22676,320,50,2616,0,35,-1,51
10012377732518200000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,2e0ffb7f,ecb851b2,1,3,23221,320,50,2676,0,299,100177,221
10012540826455500000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0550be60,dff23b13,1,0,22676,320,50,2616,0,35,100084,51
10012642387265100000,14103100,1005,0,4ba33bb6,e2696795,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,dd59b6d4,d787e91b,1,0,23721,300,250,2716,3,47,100194,23
10012765578514500000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,388fb1f4,1f0bc64f,1,2,23735,320,50,2676,0,299,100176,221
10012870238686300000,14103100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f4287d50,4ea23a13,1,0,17653,300,250,1994,2,39,-1,33
10012894375563300000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,612b974c,1ccc7835,1,0,22261,320,50,2545,0,431,100084,221
10012911571818300000,14103100,1005,0,a7563c35,2471bfbc,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ecaf8992,a0f5f879,1,0,22257,320,50,2545,0,431,100084,221
10013037953897400000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,d4527c28,1,0,22676,320,50,2616,0,35,-1,51
10013276955884100000,14103100,1012,1,c52338a7,c4e18dd6,dedf689d,ecad2386,7801e8d9,07d7df22,a99f214a,4a24a18c,a8735f2a,1,0,23725,320,50,2716,3,47,-1,23
10013392383916900000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9c19c95c,1c6a881d,1,2,22254,320,50,2545,0,431,100084,221
10013792015958600000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,af51da2e,d787e91b,1,0,22676,320,50,2616,0,35,-1,51
10013816281224400000,14103100,1005,1,e5c60a05,7256c623,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2b3c27b3,d31a172e,1,0,19772,320,50,2227,0,935,100075,48
10013983612103500000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,9848933c,19a9f999,1f0bc64f,1,0,4687,320,50,423,2,39,100148,32
10014078594408800000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,0b643af8,d787e91b,1,3,19632,320,50,2250,3,167,100176,23
1001417316108220000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,64d7d7d1,8a4875bd,1,0,23161,320,50,2667,0,47,-1,221
10014350412678800000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,8190c1fe,2ea4f8ba,1,0,21611,320,50,2480,3,299,100111,61
10014447974225300000,14103100,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,65b8bb5c,be6db1d7,1,0,22193,320,50,2556,3,167,-1,23
10014628070376600000,14103100,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6ac8bc91,fed5ad55,1,0,23725,320,50,2716,3,47,-1,23
10014808858628900000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6650ce87,76dc4769,1,0,22261,320,50,2545,0,431,100084,221
10014849023058100000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,4291198c,2d08e606,1,0,23160,320,50,2667,0,47,-1,221
10015104954951200000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3c3e828c,9c7b6730,1,0,15703,320,50,1722,0,35,100084,79
10015208209710000000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,e58c0a80,192f98c4,1,0,23160,320,50,2667,0,47,-1,221
10015238971050500000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8525e67e,6569eeb3,1,0,22676,320,50,2616,0,35,-1,51
1001560908462870000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,ec9f27f2,649e7a14,1,0,23160,320,50,2667,0,47,-1,221
10016142775160500000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,cc9b5137,a4b6f65b,1,0,20984,320,50,2371,0,559,-1,46
10016238131583400000,14103100,1002,0,9e8e8d09,16a36ef3,50e219e0,ecad2386,7801e8d9,07d7df22,34fb36c5,fe10b2f2,911a3c09,0,0,22701,320,50,2624,0,35,-1,221
10016319787750000000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,64b21689,7ac6007f,1,2,24041,320,50,2756,3,299,100112,61
10016505616938200000,14103100,1002,0,db45d754,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,44239568,0d7df5e0,cbc61465,0,0,17893,320,50,2039,2,39,100075,32
10016849400820900000,14103100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d7b195de,f1c7e892,1,0,20346,300,250,2331,2,39,100194,23
10017351809949700000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,1534868d,1f0bc64f,1,2,23738,320,50,2676,0,299,100176,221
10017490486636700000,14103100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e30ecf5d,1f0bc64f,1,0,18093,320,50,2060,3,39,-1,23
10017672643119300000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,605cf2b9,9b5ce758,1,0,21611,320,50,2480,3,299,100111,61
10017870298333800000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,be579c18,e7816ba8,1,0,23161,320,50,2667,0,47,-1,221
10017974179747500000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,da90aa44,d9b5648e,0f2161f8,a99f214a,9c43edb4,2ea4f8ba,1,0,21706,320,50,2498,3,41,100111,61
10017982417491500000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,c35ec1b3,2cd8b8ab,1,0,23725,320,50,2716,3,47,-1,23
10018242776306500000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,13799c59,ae637522,0f2161f8,a99f214a,58913c21,36b67a2a,1,0,23866,320,50,2736,0,33,100170,246
10018671147234600000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cfd5b925,d25693ce,1,0,22676,320,50,2616,0,35,100084,51
1001870682502650,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,e2bc6c93,60a4ab1b,a9e0c3ab,1,0,23690,300,50,2712,2,35,-1,23
10018848268628400000,14103100,1005,1,85f751fd,c4e18dd6,50e219e0,1dc72b4d,2347f47a,0f2161f8,6f065eef,8c6c32e8,a3811cff,1,2,23714,300,50,2714,3,47,-1,23
10018906593095500000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,de3591bc,aad45b01,1,0,20508,320,50,2351,3,163,-1,61
10019445057098600000,14103100,1005,0,dcc019de,250469f8,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,77ee7b08,be6db1d7,1,0,8330,320,50,761,3,175,100075,23
10019997226103600000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,7818404b,c01fd4e5,1,2,23866,320,50,2736,0,33,100170,246
10020077413461600000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b24f5498,ecb851b2,1,0,22254,320,50,2545,0,431,-1,221
10020287486300700000,14103100,1002,0,85f751fd,c4e18dd6,50e219e0,7aee0ec5,7801e8d9,07d7df22,fb3dd181,e7532aea,bb71ddba,0,0,22187,320,50,2555,2,167,100200,23
10020395308831700000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,f00f9c6b,fa952a77,1,0,19743,320,50,2264,3,425,100000,61
10020408553852400000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d1954f6d,6332421a,1,0,22257,320,50,2545,0,431,100084,221
1002044734947190000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,aa50890c,d9b5648e,0f2161f8,a99f214a,44f59b01,aad45b01,1,0,20980,320,50,2371,0,559,100217,46
10020848067218500000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f2c21377,d787e91b,1,0,22261,320,50,2545,0,431,100084,221
10020958971255100000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f5e5de10,cdfde03b,1,0,22261,320,50,2545,0,431,-1,221
10021238223796300000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,fc936d33,a4b6f65b,1,0,19743,320,50,2264,3,425,100000,61
10021260890038900000,14103100,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ddf90e5f,8a4875bd,1,0,21893,320,50,2526,0,167,-1,221
10021572074302900000,14103100,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5496c3e9,0710fff9,1,0,20214,320,50,2316,0,167,100079,16
10021574352301000000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,314f5742,dc739d1a,1,0,23161,320,50,2667,0,47,-1,221
1002168419122600000,14103100,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a4931a03,1f0bc64f,1,0,21687,320,50,2495,2,167,-1,23
10021715253853200000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,1ed7239f,7abbbd5c,1,0,4687,320,50,423,2,39,100148,32
1002174661038490000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,90238610,1ccc7835,1,0,22676,320,50,2616,0,35,-1,51
10021778363164800000,14103100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,07d906de,d4897fef,1,0,23723,320,50,2716,3,47,-1,23
10022042708776500000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,3e64aa6c,d9b5648e,0f2161f8,a99f214a,8d1b8c8e,99e427c9,1,0,20508,320,50,2351,3,163,-1,61
10022060377447900000,14103100,1005,1,85f751fd,c4e18dd6,50e219e0,617593f1,2347f47a,0f2161f8,a99f214a,bfbf92dc,7558c63e,1,0,23635,320,50,2708,2,39,-1,23
10022367855008900000,14103100,1012,0,7eb59634,c4e18dd6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,55b3ed53,d57111ae,1,2,20345,300,250,2331,2,39,100194,23
10022368953952100000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,df25a415,79154b36,0dedddc5,1,2,18987,320,50,2158,3,291,100192,61
10022405265771500000,14103100,1005,0,4bf5bbe2,6b560cc1,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5112c331,a0f5f879,1,0,20346,300,250,2331,2,39,-1,23
10022741399036700000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,680e6a92,2347f47a,0f2161f8,a99f214a,a817c4ce,ce576f14,1,0,23642,320,50,2709,3,39,-1,23
10022946460833600000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,df088bd6,158e4944,1,0,22257,320,50,2545,0,431,-1,221
10023002638500700000,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,34ebb141,4ea23a13,1,0,22676,320,50,2616,0,35,-1,51
10023202507596300000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,5fea939e,01f81228,3167a04c,1,0,17212,320,50,1887,3,39,-1,23
10023338563533200000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,deeda7eb,cd5b1559,1,2,23866,320,50,2736,0,33,100170,246
10023404623514400000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,ec4ffa92,ad63ec9b,0f2161f8,936e92fb,6d4a9518,e3bb76b5,1,0,21611,320,50,2480,3,299,100111,61
10023595203041800000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,7296ff32,7a044878,1,3,24005,320,50,2749,0,43,100176,221
10024141846419600000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,b2a16f48,aad45b01,1,0,21611,320,50,2480,3,299,100111,61
10024423686396200000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,63745f23,e1eae715,1,3,21191,320,50,2424,1,161,100192,71
10024641633378600000,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,9c813ea7,6d44e29a,1,0,22814,320,50,2647,2,39,100148,23
10024713841448400000,14103100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,1d1c7ce3,78d9bd10,1,0,17654,300,250,1994,2,39,-1,33
